cidade,uf,regiao,codmun,pop_dou_2017,Jornal,Online,Rádio,Revista,Televisão,tipos_existentes,total_fontes,fontes_100k_hab
ERVAL SECO,RS,Sul,4307302,7660,0,0,2,0,1,Vários,3,39.1644908616188
ERVAL VELHO,SC,Sul,4205209,4480,0,0,0,0,1,Um,1,22.3214285714286
ERVÁLIA,MG,Sudeste,3124005,19015,1,0,0,0,1,Vários,2,10.5180120957139
ESCADA,PE,Nordeste,2605202,68281,0,0,0,0,0,Nenhum,0,0
ESMERALDA,RS,Sul,4307401,3313,0,0,0,0,1,Um,1,30.1841231512225
ESMERALDAS,MG,Sudeste,3124104,69010,0,0,0,0,0,Nenhum,0,0
ESPERA FELIZ,MG,Sudeste,3124203,24805,1,0,0,0,1,Vários,2,8.06289054626084
ESPERANÇA,PB,Nordeste,2506004,33266,0,0,1,0,1,Vários,2,6.01214453195455
ESPERANÇA DO SUL,RS,Sul,4307450,3204,0,0,0,0,0,Nenhum,0,0
ESPERANÇA NOVA,PR,Sul,4107520,1852,0,0,0,0,0,Nenhum,0,0
ESPERANTINA,PI,Nordeste,2203701,39078,0,0,1,0,1,Vários,2,5.11796918982548
ESPERANTINA,TO,Norte,1707405,10793,0,0,0,0,0,Nenhum,0,0
ESPERANTINÓPOLIS,MA,Nordeste,2104008,16653,0,0,1,0,1,Vários,2,12.0098480754218
ESPIGÃO ALTO DO IGUAÇU,PR,Sul,4107546,4447,0,0,0,0,0,Nenhum,0,0
ESPIGÃO D'OESTE,RO,Norte,1100098,33030,1,0,2,0,0,Vários,3,9.08265213442325
ESPINOSA,MG,Sudeste,3124302,32214,0,0,1,0,1,Vários,2,6.20848078475197
ESPÍRITO SANTO,RN,Nordeste,2403509,10702,0,0,0,0,0,Nenhum,0,0
ESPÍRITO SANTO DO DOURADO,MG,Sudeste,3124401,4712,0,0,0,0,1,Um,1,21.2224108658744
ESPÍRITO SANTO DO PINHAL,SP,Sudeste,3515186,44170,3,0,3,0,1,Vários,7,15.8478605388273
ESPÍRITO SANTO DO TURVO,SP,Sudeste,3515194,4713,0,0,0,0,0,Nenhum,0,0
ESPLANADA,BA,Nordeste,2910602,37845,0,0,2,0,0,Um,2,5.28471396485665
ESPUMOSO,RS,Sul,4307500,15843,2,0,4,0,1,Vários,7,44.1835510951209
ESTAÇÃO,RS,Sul,4307559,6161,0,0,2,0,0,Um,2,32.4622626197046
ESTÂNCIA,SE,Nordeste,2802106,69278,0,0,2,0,2,Vários,4,5.77383873668408
ESTÂNCIA VELHA,RS,Sul,4307609,47287,5,0,0,0,0,Um,5,10.5737306236386
ESTEIO,RS,Sul,4307708,84237,2,0,0,0,0,Um,2,2.37425359402638
ESTIVA,MG,Sudeste,3124500,11449,0,0,0,0,0,Nenhum,0,0
ESTIVA GERBI,SP,Sudeste,3557303,11067,0,0,0,0,0,Nenhum,0,0
ESTREITO,MA,Nordeste,2104057,42110,0,0,0,0,0,Nenhum,0,0
ESTRELA,RS,Sul,4307807,33140,2,0,2,0,0,Vários,4,12.070006035003
ESTRELA D'OESTE,SP,Sudeste,3515202,8466,0,0,1,0,0,Um,1,11.8119536971415
ESTRELA DALVA,MG,Sudeste,3124609,2448,0,0,0,0,1,Um,1,40.8496732026144
ESTRELA DE ALAGOAS,AL,Nordeste,2702553,18435,0,0,0,0,0,Nenhum,0,0
ESTRELA DO INDAIÁ,MG,Sudeste,3124708,3590,0,0,0,0,0,Nenhum,0,0
ESTRELA DO NORTE,GO,Centro-Oeste,5207501,3379,0,0,0,0,0,Nenhum,0,0
ESTRELA DO NORTE,SP,Sudeste,3515301,2769,0,0,0,0,0,Nenhum,0,0
ESTRELA DO SUL,MG,Sudeste,3124807,7981,0,0,0,0,1,Um,1,12.5297581756672
ESTRELA VELHA,RS,Sul,4307815,3745,0,0,0,0,0,Nenhum,0,0
EUCLIDES DA CUNHA,BA,Nordeste,2910701,61924,0,1,3,0,0,Vários,4,6.45953103804664
EUCLIDES DA CUNHA PAULISTA,SP,Sudeste,3515350,9559,0,0,0,0,0,Nenhum,0,0
EUGÊNIO DE CASTRO,RS,Sul,4307831,2699,0,0,0,0,0,Nenhum,0,0
EUGENÓPOLIS,MG,Sudeste,3124906,11285,0,0,0,0,0,Nenhum,0,0
EUNÁPOLIS,BA,Nordeste,2910727,115290,1,2,4,0,0,Vários,7,6.07164541590771
EUSÉBIO,CE,Nordeste,2304285,52667,0,2,1,0,2,Vários,5,9.49361079993164
EWBANK DA CÂMARA,MG,Sudeste,3125002,3952,0,0,0,0,1,Um,1,25.3036437246964
EXTREMA,MG,Sudeste,3125101,34344,2,0,1,0,1,Vários,4,11.6468669927789
EXTREMOZ,RN,Nordeste,2403608,28331,0,0,0,0,0,Nenhum,0,0
EXU,PE,Nordeste,2605301,31790,0,0,0,0,0,Nenhum,0,0
FAGUNDES,PB,Nordeste,2506103,11313,0,0,0,0,0,Nenhum,0,0
FAGUNDES VARELA,RS,Sul,4307864,2724,0,0,0,0,1,Um,1,36.7107195301028
FAINA,GO,Centro-Oeste,5207535,6947,0,0,0,0,0,Nenhum,0,0
FAMA,MG,Sudeste,3125200,2426,0,0,0,0,0,Nenhum,0,0
FARIA LEMOS,MG,Sudeste,3125309,3371,0,0,0,0,1,Um,1,29.6647878967665
FARIAS BRITO,CE,Nordeste,2304301,18720,0,0,0,0,0,Nenhum,0,0
FARO,PA,Norte,1503002,7009,0,0,0,0,0,Nenhum,0,0
FAROL,PR,Sul,4107553,3323,0,0,0,0,0,Nenhum,0,0
FARROUPILHA,RS,Sul,4307906,69542,2,0,3,0,0,Vários,5,7.18989962900118
FARTURA,SP,Sudeste,3515400,16028,2,0,1,0,1,Vários,4,24.9563264287497
FARTURA DO PIAUÍ,PI,Nordeste,2203750,5220,0,0,0,0,0,Nenhum,0,0
FÁTIMA,BA,Nordeste,2910750,18443,0,0,0,0,0,Nenhum,0,0
FÁTIMA,TO,Norte,1707553,3879,0,0,0,0,0,Nenhum,0,0
FÁTIMA DO SUL,MS,Centro-Oeste,5003801,19181,1,0,3,0,1,Vários,5,26.0674625931912
FAXINAL,PR,Sul,4107603,17306,1,0,1,0,0,Vários,2,11.5566855425864
FAXINAL DO SOTURNO,RS,Sul,4308003,6867,1,0,2,0,1,Vários,4,58.2495995340032
FAXINAL DOS GUEDES,SC,Sul,4205308,10745,0,0,0,0,1,Um,1,9.30665425779432
FAXINALZINHO,RS,Sul,4308052,2523,0,0,0,0,0,Nenhum,0,0
FAZENDA NOVA,GO,Centro-Oeste,5207600,6070,0,0,0,0,1,Um,1,16.4744645799012
FAZENDA RIO GRANDE,PR,Sul,4107652,95225,2,0,1,0,1,Vários,4,4.20057757941717
FAZENDA VILANOVA,RS,Sul,4308078,4194,0,0,0,0,0,Nenhum,0,0
FEIJÓ,AC,Norte,1200302,32360,0,0,0,0,0,Nenhum,0,0
FEIRA DA MATA,BA,Nordeste,2910776,5922,0,0,0,0,0,Nenhum,0,0
FEIRA DE SANTANA,BA,Nordeste,2910800,627477,4,5,8,0,1,Vários,18,2.8686310414565
FEIRA GRANDE,AL,Nordeste,2702603,22481,0,0,0,0,0,Nenhum,0,0
FEIRA NOVA,PE,Nordeste,2605400,21958,0,0,0,0,0,Nenhum,0,0
FEIRA NOVA,SE,Nordeste,2802205,5616,0,0,0,0,0,Nenhum,0,0
FEIRA NOVA DO MARANHÃO,MA,Nordeste,2104073,8372,0,0,0,0,0,Nenhum,0,0
FELÍCIO DOS SANTOS,MG,Sudeste,3125408,5012,0,0,0,0,1,Um,1,19.952114924182
FELIPE GUERRA,RN,Nordeste,2403707,6052,0,0,0,0,0,Nenhum,0,0
FELISBURGO,MG,Sudeste,3125606,7431,0,0,0,0,1,Um,1,13.457139012246
FELIXLÂNDIA,MG,Sudeste,3125705,15273,0,0,0,0,1,Um,1,6.54750212793819
FELIZ,RS,Sul,4308102,13273,0,0,1,0,0,Um,1,7.5340917652377
FELIZ DESERTO,AL,Nordeste,2702702,4806,0,0,0,0,1,Um,1,20.8073241781107
FELIZ NATAL,MT,Centro-Oeste,5103700,13451,0,0,0,0,0,Nenhum,0,0
FÊNIX,PR,Sul,4107702,4898,0,0,0,0,0,Nenhum,0,0
FERNANDES PINHEIRO,PR,Sul,4107736,5904,0,0,0,0,0,Nenhum,0,0
FERNANDES TOURINHO,MG,Sudeste,3125804,3369,0,0,0,0,1,Um,1,29.6823983377857
FERNANDO DE NORONHA,PE,Nordeste,2605459,3016,0,0,0,0,1,Um,1,33.1564986737401
FERNANDO FALCÃO,MA,Nordeste,2104081,10326,0,0,0,0,0,Nenhum,0,0
FERNANDO PEDROZA,RN,Nordeste,2403756,3072,0,0,0,0,0,Nenhum,0,0
FERNANDO PRESTES,SP,Sudeste,3515608,5782,0,0,0,0,1,Um,1,17.2950536146662
FERNANDÓPOLIS,SP,Sudeste,3515509,68670,6,1,6,0,0,Vários,13,18.931119848551
FERNÃO,SP,Sudeste,3515657,1691,0,0,0,0,0,Nenhum,0,0
FERRAZ DE VASCONCELOS,SP,Sudeste,3515707,188868,2,0,0,0,0,Um,2,1.05894063578796
FERREIRA GOMES,AP,Norte,1600238,7270,0,0,0,0,1,Um,1,13.7551581843191
FERREIROS,PE,Nordeste,2605509,12057,0,0,0,0,0,Nenhum,0,0
FERROS,MG,Sudeste,3125903,10432,0,0,0,0,0,Nenhum,0,0
FERVEDOURO,MG,Sudeste,3125952,11039,0,0,0,0,0,Nenhum,0,0
FIGUEIRA,PR,Sul,4107751,8177,0,0,0,0,0,Nenhum,0,0
FIGUEIRÃO,MS,Centro-Oeste,5003900,3027,0,0,0,0,0,Nenhum,0,0
FIGUEIRÓPOLIS,TO,Norte,1707652,5352,0,0,0,0,0,Nenhum,0,0
FIGUEIRÓPOLIS D'OESTE,MT,Centro-Oeste,5103809,3444,0,0,0,0,0,Nenhum,0,0
FILADÉLFIA,BA,Nordeste,2910859,17176,0,0,0,0,0,Nenhum,0,0
FILADÉLFIA,TO,Norte,1707702,8893,0,0,0,0,0,Nenhum,0,0
FIRMINO ALVES,BA,Nordeste,2910909,5822,0,0,0,0,0,Nenhum,0,0
FIRMINÓPOLIS,GO,Centro-Oeste,5207808,12923,0,0,2,0,1,Vários,3,23.2144238953803
FLEXEIRAS,AL,Nordeste,2702801,12966,0,0,0,0,0,Nenhum,0,0
FLOR DA SERRA DO SUL,PR,Sul,4107850,4782,0,0,0,0,0,Nenhum,0,0
FLOR DO SERTÃO,SC,Sul,4205357,1594,0,0,0,0,0,Nenhum,0,0
FLORA RICA,SP,Sudeste,3515806,1571,0,0,0,0,0,Nenhum,0,0
FLORAÍ,PR,Sul,4107801,5103,0,0,0,0,0,Nenhum,0,0
FLORÂNIA,RN,Nordeste,2403806,9262,0,0,0,0,0,Nenhum,0,0
FLOREAL,SP,Sudeste,3515905,2982,0,0,0,0,0,Nenhum,0,0
FLORES,PE,Nordeste,2605608,22567,0,0,0,0,0,Nenhum,0,0
FLORES DA CUNHA,RS,Sul,4308201,29603,2,2,2,0,1,Vários,7,23.6462520690471
FLORES DE GOIÁS,GO,Centro-Oeste,5207907,15111,0,0,0,0,0,Nenhum,0,0
FLORES DO PIAUÍ,PI,Nordeste,2203800,4393,0,0,0,0,0,Nenhum,0,0
FLORESTA,PE,Nordeste,2605707,32483,0,0,1,0,0,Um,1,3.07853338669458
FLORESTA,PR,Sul,4107900,6603,0,0,0,0,0,Nenhum,0,0
FLORESTA AZUL,BA,Nordeste,2911006,11244,0,0,0,0,0,Nenhum,0,0
FLORESTA DO ARAGUAIA,PA,Norte,1503044,19746,0,0,0,0,0,Nenhum,0,0
FLORESTA DO PIAUÍ,PI,Nordeste,2203859,2518,0,0,0,0,0,Nenhum,0,0
FLORESTAL,MG,Sudeste,3126000,7343,0,0,0,0,0,Nenhum,0,0
FLORESTÓPOLIS,PR,Sul,4108007,11087,0,0,0,0,1,Um,1,9.01957247226481
FLORIANO,PI,Nordeste,2203909,58969,0,1,4,0,1,Vários,6,10.1748376265495
FLORIANO PEIXOTO,RS,Sul,4308250,1958,0,0,0,0,0,Nenhum,0,0
FLORIANÓPOLIS,SC,Sul,4205407,485838,28,42,14,0,8,Vários,92,18.93635327002
FLÓRIDA,PR,Sul,4108106,2697,0,0,0,0,0,Nenhum,0,0
FLÓRIDA PAULISTA,SP,Sudeste,3516002,14282,0,0,0,0,0,Nenhum,0,0
FLORÍNIA,SP,Sudeste,3516101,2758,0,0,0,0,0,Nenhum,0,0
FONTE BOA,AM,Norte,1301605,19669,0,0,1,0,0,Um,1,5.08414255935736
FONTOURA XAVIER,RS,Sul,4308300,10836,0,0,0,0,0,Nenhum,0,0
FORMIGA,MG,Sudeste,3126109,68423,4,2,5,0,2,Vários,13,18.9994592461599
FORMIGUEIRO,RS,Sul,4308409,7053,0,0,0,0,0,Nenhum,0,0
FORMOSA,GO,Centro-Oeste,5208004,115789,4,1,3,0,1,Vários,9,7.77275907037802
FORMOSA DA SERRA NEGRA,MA,Nordeste,2104099,18997,0,0,0,0,0,Nenhum,0,0
FORMOSA DO OESTE,PR,Sul,4108205,7133,0,0,2,0,0,Um,2,28.0386933968877
FORMOSA DO RIO PRETO,BA,Nordeste,2911105,25912,0,0,0,0,0,Nenhum,0,0
FORMOSA DO SUL,SC,Sul,4205431,2549,0,0,0,0,0,Nenhum,0,0
FORMOSO,GO,Centro-Oeste,5208103,4623,0,1,0,0,0,Um,1,21.6309755569976
FORMOSO,MG,Sudeste,3126208,9294,0,0,0,0,0,Nenhum,0,0
FORMOSO DO ARAGUAIA,TO,Norte,1708205,18684,0,0,0,0,0,Nenhum,0,0
FORQUETINHA,RS,Sul,4308433,2519,0,0,0,0,0,Nenhum,0,0
FORQUILHA,CE,Nordeste,2304350,24047,0,0,1,0,0,Um,1,4.15852289266852
FORQUILHINHA,SC,Sul,4205456,25988,2,0,1,0,0,Vários,3,11.5437894412806
FORTALEZA,CE,Nordeste,2304400,2627482,11,12,43,0,12,Vários,78,2.9686216689591
FORTALEZA DE MINAS,MG,Sudeste,3126307,4407,0,0,0,0,0,Nenhum,0,0
FORTALEZA DO TABOCÃO,TO,Norte,1708254,2584,0,0,0,0,0,Nenhum,0,0
FORTALEZA DOS NOGUEIRAS,MA,Nordeste,2104107,12403,0,0,0,0,0,Nenhum,0,0
FORTALEZA DOS VALOS,RS,Sul,4308458,4588,0,0,0,0,0,Nenhum,0,0
FORTIM,CE,Nordeste,2304459,16272,0,0,0,0,0,Nenhum,0,0
FORTUNA,MA,Nordeste,2104206,15262,0,0,0,0,0,Nenhum,0,0
FORTUNA DE MINAS,MG,Sudeste,3126406,2932,0,0,0,0,0,Nenhum,0,0
FOZ DO IGUAÇU,PR,Sul,4108304,264044,6,4,6,0,2,Vários,18,6.81704564390783
FOZ DO JORDÃO,PR,Sul,4108452,5079,0,0,0,0,0,Nenhum,0,0
FRAIBURGO,SC,Sul,4205506,36261,1,0,1,0,1,Vários,3,8.27335153470671
FRANCA,SP,Sudeste,3516200,347237,2,3,9,0,1,Vários,15,4.31981614862471
FRANCINÓPOLIS,PI,Nordeste,2204006,5264,0,0,0,0,0,Nenhum,0,0
FRANCISCO ALVES,PR,Sul,4108320,6350,0,0,0,0,0,Nenhum,0,0
FRANCISCO AYRES,PI,Nordeste,2204105,4288,0,0,0,0,0,Nenhum,0,0
FRANCISCO BADARÓ,MG,Sudeste,3126505,10557,0,0,0,0,1,Um,1,9.47238798901203
FRANCISCO BELTRÃO,PR,Sul,4108403,88465,3,2,5,0,4,Vários,14,15.82546769909
FRANCISCO DANTAS,RN,Nordeste,2403905,2890,0,0,0,0,0,Nenhum,0,0
FRANCISCO DUMONT,MG,Sudeste,3126604,5215,0,0,0,0,0,Nenhum,0,0
FRANCISCO MACEDO,PI,Nordeste,2204154,3128,0,0,0,0,0,Nenhum,0,0
FRANCISCO MORATO,SP,Sudeste,3516309,171602,2,0,1,0,1,Vários,4,2.33097516345963
FRANCISCO SÁ,MG,Sudeste,3126703,26428,0,0,0,0,1,Um,1,3.78386559709399
FRANCISCO SANTOS,PI,Nordeste,2204204,9154,0,0,0,0,0,Nenhum,0,0
FRANCISCÓPOLIS,MG,Sudeste,3126752,5672,0,0,0,0,0,Nenhum,0,0
FRANCO DA ROCHA,SP,Sudeste,3516408,149502,2,0,0,0,0,Um,2,1.33777474548835
FRECHEIRINHA,CE,Nordeste,2304509,13669,0,0,0,0,0,Nenhum,0,0
FREDERICO WESTPHALEN,RS,Sul,4308508,30832,4,1,2,0,1,Vários,8,25.9470679813181
FREI GASPAR,MG,Sudeste,3126802,6024,0,0,0,0,1,Um,1,16.6002656042497
FREI INOCÊNCIO,MG,Sudeste,3126901,9597,0,0,0,0,1,Um,1,10.4199228925706
FREI LAGONEGRO,MG,Sudeste,3126950,3510,0,0,0,0,0,Nenhum,0,0
FREI MARTINHO,PB,Nordeste,2506202,2990,0,0,0,0,0,Nenhum,0,0
FREI MIGUELINHO,PE,Nordeste,2605806,15328,0,0,0,0,0,Nenhum,0,0
FREI PAULO,SE,Nordeste,2802304,15349,0,0,1,0,0,Um,1,6.51508241579256
FREI ROGÉRIO,SC,Sul,4205555,2146,0,0,0,0,0,Nenhum,0,0
FRONTEIRA,MG,Sudeste,3127008,17072,0,0,1,0,0,Um,1,5.85754451733833
FRONTEIRA DOS VALES,MG,Sudeste,3127057,4733,0,0,0,0,0,Nenhum,0,0
FRONTEIRAS,PI,Nordeste,2204303,11432,0,0,0,0,0,Nenhum,0,0
FRUTA DE LEITE,MG,Sudeste,3127073,5709,0,0,0,0,0,Nenhum,0,0
FRUTAL,MG,Sudeste,3127107,58770,4,0,4,0,3,Vários,11,18.7170324995746
FRUTUOSO GOMES,RN,Nordeste,2404002,4180,0,0,0,0,1,Um,1,23.9234449760766
FUNDÃO,ES,Sudeste,3202207,20757,0,0,1,0,0,Um,1,4.81765187647541
FUNILÂNDIA,MG,Sudeste,3127206,4277,0,0,0,0,0,Nenhum,0,0
GABRIEL MONTEIRO,SP,Sudeste,3516507,2791,0,0,0,0,0,Nenhum,0,0
GADO BRAVO,PB,Nordeste,2506251,8435,0,0,0,0,0,Nenhum,0,0
GÁLIA,SP,Sudeste,3516606,6776,0,0,1,0,1,Vários,2,29.5159386068477
GALILÉIA,MG,Sudeste,3127305,7034,0,0,0,0,1,Um,1,14.2166619277794
GALINHOS,RN,Nordeste,2404101,2715,0,0,0,0,0,Nenhum,0,0
GALVÃO,SC,Sul,4205605,3058,0,0,0,0,1,Um,1,32.7011118378025
GAMELEIRA,PE,Nordeste,2605905,30709,0,0,0,0,0,Nenhum,0,0
GAMELEIRA DE GOIÁS,GO,Centro-Oeste,5208152,3777,0,0,0,0,0,Nenhum,0,0
GAMELEIRAS,MG,Sudeste,3127339,5246,0,0,0,0,0,Nenhum,0,0
GANDU,BA,Nordeste,2911204,33234,0,0,2,0,1,Vários,3,9.0269001624842
GARANHUNS,PE,Nordeste,2606002,138642,3,1,5,0,0,Vários,9,6.49153936036699
GARARU,SE,Nordeste,2802403,11736,0,0,0,0,1,Um,1,8.52079072937969
GARÇA,SP,Sudeste,3516705,44582,1,0,2,0,1,Vários,4,8.97223094522453
GARIBALDI,RS,Sul,4308607,33624,3,0,1,0,1,Vários,5,14.8703307161551
GAROPABA,SC,Sul,4205704,22082,1,0,0,0,0,Um,1,4.52857531020741
GARRAFÃO DO NORTE,PA,Norte,1503077,25363,0,0,0,0,0,Nenhum,0,0
GARRUCHOS,RS,Sul,4308656,3182,0,0,0,0,0,Nenhum,0,0
GARUVA,SC,Sul,4205803,17479,0,0,1,0,0,Um,1,5.72115109560043
GASPAR,SC,Sul,4205902,67392,2,1,2,0,0,Vários,5,7.41927825261159
GASTÃO VIDIGAL,SP,Sudeste,3516804,4683,0,0,0,0,0,Nenhum,0,0
GAÚCHA DO NORTE,MT,Centro-Oeste,5103858,7296,0,0,0,0,0,Nenhum,0,0
GAURAMA,RS,Sul,4308706,5878,0,0,2,0,1,Vários,3,51.0377679482817
GAVIÃO,BA,Nordeste,2911253,4725,0,0,0,0,0,Nenhum,0,0
GAVIÃO PEIXOTO,SP,Sudeste,3516853,4739,0,0,0,0,0,Nenhum,0,0
GEMINIANO,PI,Nordeste,2204352,5352,0,0,0,0,0,Nenhum,0,0
GENERAL CÂMARA,RS,Sul,4308805,8663,0,0,0,0,0,Nenhum,0,0
GENERAL CARNEIRO,MT,Centro-Oeste,5103908,5333,0,0,0,0,0,Nenhum,0,0
GENERAL CARNEIRO,PR,Sul,4108502,14038,0,1,0,0,1,Vários,2,14.2470437384243
GENERAL MAYNARD,SE,Nordeste,2802502,3315,0,0,0,0,0,Nenhum,0,0
GENERAL SALGADO,SP,Sudeste,3516903,10951,0,0,1,0,0,Um,1,9.13158615651539
GENERAL SAMPAIO,CE,Nordeste,2304608,6922,0,0,0,0,0,Nenhum,0,0
GENTIL,RS,Sul,4308854,1705,0,0,0,0,0,Nenhum,0,0
GENTIO DO OURO,BA,Nordeste,2911303,11639,0,0,0,0,0,Nenhum,0,0
GETULINA,SP,Sudeste,3517000,11362,0,0,0,0,0,Nenhum,0,0
GETÚLIO VARGAS,RS,Sul,4308904,16648,2,0,3,0,1,Vários,6,36.0403652090341
GILBUÉS,PI,Nordeste,2204402,10522,0,0,0,0,0,Nenhum,0,0
GIRAU DO PONCIANO,AL,Nordeste,2702900,41279,0,0,0,0,0,Nenhum,0,0
GIRUÁ,RS,Sul,4309001,17069,2,0,3,0,1,Vários,6,35.1514441384967
GLAUCILÂNDIA,MG,Sudeste,3127354,3160,0,0,0,0,0,Nenhum,0,0
GLICÉRIO,SP,Sudeste,3517109,4800,0,0,0,0,0,Nenhum,0,0
GLÓRIA,BA,Nordeste,2911402,15840,0,0,0,0,0,Nenhum,0,0
GLÓRIA D'OESTE,MT,Centro-Oeste,5103957,2964,0,0,0,0,0,Nenhum,0,0
GLÓRIA DE DOURADOS,MS,Centro-Oeste,5004007,9960,0,0,1,0,0,Um,1,10.0401606425703
GLÓRIA DO GOITÁ,PE,Nordeste,2606101,30425,0,0,0,0,0,Nenhum,0,0
GLORINHA,RS,Sul,4309050,7654,1,0,0,0,0,Um,1,13.0650640188137
GODOFREDO VIANA,MA,Nordeste,2104305,11830,0,0,0,0,0,Nenhum,0,0
GODOY MOREIRA,PR,Sul,4108551,3178,0,0,0,0,0,Nenhum,0,0
GOIABEIRA,MG,Sudeste,3127370,3328,0,0,0,0,0,Nenhum,0,0
GOIANA,PE,Nordeste,2606200,79249,0,0,2,0,1,Vários,3,3.78553672601547
GOIANÁ,MG,Sudeste,3127388,3952,0,0,0,0,0,Nenhum,0,0
GOIANÁPOLIS,GO,Centro-Oeste,5208400,11471,0,0,0,0,0,Nenhum,0,0
GOIANDIRA,GO,Centro-Oeste,5208509,5605,0,0,0,0,0,Nenhum,0,0
GOIANÉSIA,GO,Centro-Oeste,5208608,67507,5,0,3,0,1,Vários,9,13.3319507606619
GOIANÉSIA DO PARÁ,PA,Norte,1503093,39352,0,0,0,0,0,Nenhum,0,0
GOIÂNIA,GO,Centro-Oeste,5208707,1466105,31,34,29,0,14,Vários,108,7.36645738197469
GOIANINHA,RN,Nordeste,2404200,26068,0,0,0,0,0,Nenhum,0,0
GOIANIRA,GO,Centro-Oeste,5208806,41169,0,0,1,0,0,Um,1,2.42901212077048
GOIANORTE,TO,Norte,1708304,5153,0,0,0,0,0,Nenhum,0,0
GOIÁS,GO,Centro-Oeste,5208905,24103,0,0,2,0,1,Vários,3,12.4465834128532
GOIATINS,TO,Norte,1709005,12973,0,0,0,0,0,Nenhum,0,0
GOIATUBA,GO,Centro-Oeste,5209101,34312,2,0,3,0,2,Vários,7,20.4010258801585
GOIOERÊ,PR,Sul,4108601,29664,2,2,2,0,0,Vários,6,20.2265372168285
GOIOXIM,PR,Sul,4108650,7448,0,0,1,0,0,Um,1,13.4264232008593
GONÇALVES,MG,Sudeste,3127404,4410,0,0,0,0,1,Um,1,22.6757369614512
GONÇALVES DIAS,MA,Nordeste,2104404,17586,0,0,0,0,1,Um,1,5.68634140793813
GONGOGI,BA,Nordeste,2911501,7848,0,0,0,0,0,Nenhum,0,0
GONZAGA,MG,Sudeste,3127503,6223,0,0,0,0,0,Nenhum,0,0
GOUVEIA,MG,Sudeste,3127602,12064,0,0,0,0,1,Um,1,8.28912466843501
GOUVELÂNDIA,GO,Centro-Oeste,5209150,5656,0,0,0,0,1,Um,1,17.6803394625177
GOVERNADOR ARCHER,MA,Nordeste,2104503,10700,0,0,0,0,0,Nenhum,0,0
GOVERNADOR CELSO RAMOS,SC,Sul,4206009,14229,1,0,0,0,0,Um,1,7.02790076604118
GOVERNADOR DIX-SEPT ROSADO,RN,Nordeste,2404309,13157,0,0,0,0,1,Um,1,7.60051683514479
GOVERNADOR EDISON LOBÃO,MA,Nordeste,2104552,18316,0,0,0,0,0,Nenhum,0,0
GOVERNADOR EUGÊNIO BARROS,MA,Nordeste,2104602,16582,0,0,0,0,1,Um,1,6.0306356289953
GOVERNADOR JORGE TEIXEIRA,RO,Norte,1101005,9745,0,0,1,0,0,Um,1,10.2616726526424
GOVERNADOR LINDENBERG,ES,Sudeste,3202256,12600,0,0,0,0,0,Nenhum,0,0
GOVERNADOR LUIZ ROCHA,MA,Nordeste,2104628,7708,0,0,0,0,0,Nenhum,0,0
GOVERNADOR MANGABEIRA,BA,Nordeste,2911600,21495,0,0,0,0,0,Nenhum,0,0
GOVERNADOR NEWTON BELLO,MA,Nordeste,2104651,9921,0,0,0,0,0,Nenhum,0,0
GOVERNADOR NUNES FREIRE,MA,Nordeste,2104677,24991,0,0,0,0,0,Nenhum,0,0
GOVERNADOR VALADARES,MG,Sudeste,3127701,280901,7,1,7,0,3,Vários,18,6.40795155588624
GRAÇA,CE,Nordeste,2304657,15307,0,0,0,0,0,Nenhum,0,0
GRAÇA ARANHA,MA,Nordeste,2104701,6134,0,0,0,0,1,Um,1,16.3025758069775
GRACCHO CARDOSO,SE,Nordeste,2802601,5870,0,0,0,0,0,Nenhum,0,0
GRAJAÚ,MA,Nordeste,2104800,69232,0,0,1,0,1,Vários,2,2.88883753177721
GRAMADO,RS,Sul,4309100,35047,4,1,4,0,1,Vários,10,28.533112677262
GRAMADO DOS LOUREIROS,RS,Sul,4309126,2247,0,0,0,0,0,Nenhum,0,0
GRAMADO XAVIER,RS,Sul,4309159,4251,1,0,0,0,0,Um,1,23.5238767348859
GRANDES RIOS,PR,Sul,4108700,6167,0,0,0,0,0,Nenhum,0,0
GRANITO,PE,Nordeste,2606309,7417,0,0,0,0,0,Nenhum,0,0
GRANJA,CE,Nordeste,2304707,54365,0,0,1,0,0,Um,1,1.839418743677
GRANJEIRO,CE,Nordeste,2304806,4425,0,0,0,0,0,Nenhum,0,0
GRÃO MOGOL,MG,Sudeste,3127800,15931,0,0,0,0,1,Um,1,6.27706986378758
GRÃO PARÁ,SC,Sul,4206108,6537,0,0,0,0,1,Um,1,15.2975370965275
GRAVATÁ,PE,Nordeste,2606408,83241,0,0,4,0,0,Um,4,4.80532429932365
GRAVATAÍ,RS,Sul,4309209,275146,3,1,1,0,0,Vários,5,1.81721704113452
GRAVATAL,SC,Sul,4206207,11394,0,0,0,0,1,Um,1,8.77654906090925
GROAÍRAS,CE,Nordeste,2304905,11012,0,0,0,0,0,Nenhum,0,0
GROSSOS,RN,Nordeste,2404408,10386,0,0,0,0,0,Nenhum,0,0
GRUPIARA,MG,Sudeste,3127909,1418,0,0,0,0,1,Um,1,70.5218617771509
GUABIJU,RS,Sul,4309258,1600,0,0,0,0,1,Um,1,62.5
GUABIRUBA,SC,Sul,4206306,22732,2,0,0,0,1,Vários,3,13.197254970966
GUAÇUÍ,ES,Sudeste,3202306,31201,1,0,1,0,1,Vários,3,9.6150764398577
